#------------------------------------------------------------------------------
# テクスチャファイル名
#------------------------------------------------------------------------------
TEXTURE_FILENAME = data/TEXTURE/glass.jpg		

#==============================================================================
# フィールドの設置
#==============================================================================
FIELDSET
	POS = 0.00 10.00 0.00
	120.15 168.35 208.25 235.78 249.64 242.55 263.33 291.01 306.04 311.30 326.98 344.33 353.60 339.98 322.44 316.88 316.26 315.34 314.55 329.90 333.28 319.25 304.73 298.06 296.59 289.35 271.55 259.52 247.64 232.70 216.93 197.26 170.36 144.17 111.85 80.70 54.00 27.93 7.08 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 7.88 18.26 22.33 31.54 61.76 110.14 138.09 148.35 135.61 124.24 100.18 61.53 20.59 0.09 -13.22 -37.04 -54.67 -64.72 -67.13 -69.05 -84.09 -97.57 -103.05 -97.84 -94.60 -74.63 -48.03 -4.01 41.90 58.84 43.06 0.00 
	120.24 165.38 207.44 243.09 257.32 249.66 252.51 272.39 289.78 296.67 306.25 327.50 342.31 329.59 315.86 304.55 302.13 304.68 305.79 316.02 319.11 306.35 298.34 297.87 298.73 288.65 272.37 258.79 247.24 236.24 212.95 182.00 154.50 130.01 98.64 67.23 41.15 17.18 1.25 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.62 14.10 21.91 41.42 76.15 111.69 130.17 130.46 128.39 115.42 81.98 43.44 4.61 -1.48 -24.78 -55.45 -79.03 -86.69 -84.22 -81.90 -100.94 -107.99 -117.11 -110.94 -109.80 -101.31 -76.85 -25.19 19.83 41.73 31.15 0.00 
	118.07 162.73 205.92 241.02 256.57 252.45 251.91 267.91 281.33 288.54 294.35 310.28 320.92 309.11 299.33 293.05 291.72 293.55 288.65 293.16 295.21 295.98 293.12 293.09 294.32 284.79 268.68 255.76 248.38 233.12 202.12 164.20 136.57 109.69 80.21 49.15 24.35 4.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.60 8.47 23.31 32.51 47.75 65.01 89.25 91.67 93.25 97.95 85.89 60.19 26.62 7.35 -6.31 -35.51 -68.86 -96.86 -96.15 -88.19 -78.02 -95.46 -110.62 -107.57 -105.23 -109.01 -108.95 -89.25 -37.44 1.25 25.18 20.09 0.00 
	111.09 155.33 198.19 234.61 255.36 255.87 252.58 262.22 273.97 282.07 285.75 298.20 296.47 279.74 269.47 270.37 276.62 274.77 267.66 269.37 278.81 284.15 280.01 277.96 282.14 276.91 264.13 255.10 241.80 217.95 177.77 143.72 113.44 84.50 56.47 26.93 4.78 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.95 4.53 8.19 20.05 43.28 52.69 52.16 60.53 72.15 66.58 57.21 54.93 52.68 33.86 18.14 3.60 -14.11 -48.88 -87.11 -111.65 -99.72 -71.33 -57.88 -67.92 -91.77 -101.98 -100.97 -108.28 -105.99 -80.25 -38.16 0.39 19.05 16.62 0.00 
	108.28 147.08 183.61 217.04 240.30 250.86 251.77 257.92 265.39 271.12 274.48 281.84 274.95 257.45 237.85 240.96 253.20 255.77 261.10 273.24 281.83 282.22 269.84 262.85 267.70 270.21 264.77 248.07 222.30 187.94 148.84 117.67 85.22 55.78 29.74 5.51 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 7.20 22.01 34.88 40.35 58.08 79.79 83.33 73.23 74.03 76.50 72.37 39.82 25.21 19.29 16.74 7.46 -9.40 -26.79 -62.81 -100.43 -118.59 -99.77 -52.85 -28.86 -25.81 -37.75 -62.47 -87.00 -96.59 -88.84 -59.70 -23.03 6.64 20.25 24.71 0.00 
	101.52 137.86 170.95 200.23 222.99 239.68 253.40 257.13 256.67 259.38 259.59 261.50 249.88 233.39 218.08 217.99 227.59 238.22 253.87 268.44 276.42 276.50 267.19 257.77 257.12 260.78 256.01 230.74 194.82 157.72 124.09 91.65 59.81 32.70 12.33 0.44 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 9.94 31.62 60.20 86.72 106.67 110.96 121.80 115.36 97.44 93.82 91.21 70.16 30.05 2.57 4.78 -0.26 -11.99 -24.34 -44.13 -79.69 -113.32 -118.40 -92.66 -41.04 3.18 14.03 10.41 -7.26 -32.65 -47.90 -50.19 -33.80 -9.60 14.67 28.84 34.14 0.00 
	95.79 125.80 156.15 180.65 204.62 224.93 240.23 244.78 245.60 247.71 245.90 242.01 224.31 214.11 208.51 210.15 218.40 231.67 251.94 262.65 266.61 266.37 259.02 254.56 246.81 240.29 223.69 197.89 165.13 131.77 100.72 69.25 40.73 19.13 3.87 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.57 13.67 32.44 65.26 102.58 130.76 145.83 157.63 148.57 143.15 120.35 110.14 92.17 58.87 23.89 0.00 -2.00 -10.39 -25.66 -42.40 -61.49 -83.40 -106.43 -111.74 -78.19 -37.86 7.57 29.48 35.17 27.28 12.99 -3.43 -7.72 -0.41 8.17 24.57 32.35 36.84 0.00 
	84.30 110.60 137.34 157.47 177.88 200.49 215.76 225.15 230.95 235.04 230.54 219.98 206.41 203.38 201.95 207.20 215.79 232.28 251.66 261.34 259.22 253.49 253.61 248.86 229.73 206.89 183.77 158.83 132.86 105.28 76.16 47.80 23.35 6.51 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.25 21.26 36.57 65.55 103.84 133.87 151.12 149.56 148.68 151.61 156.58 136.03 105.20 74.82 40.21 16.49 0.00 -2.76 -15.38 -35.88 -58.81 -68.38 -83.72 -85.98 -89.75 -74.39 -47.49 -14.66 4.50 19.57 25.91 26.10 22.14 23.04 20.96 24.26 30.67 35.64 40.35 0.00 
	71.73 94.80 116.46 137.64 160.52 181.27 197.19 202.68 214.06 224.26 224.28 214.21 199.60 198.25 198.74 205.24 215.31 231.31 251.00 255.88 249.29 243.99 243.09 230.22 200.92 168.28 142.75 120.56 98.74 73.00 46.88 22.68 4.84 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.58 18.50 39.13 57.65 89.29 127.90 150.08 144.03 141.01 140.97 149.56 148.77 134.50 90.43 49.01 19.56 5.98 0.00 -2.67 -14.87 -38.65 -64.86 -73.67 -82.10 -83.10 -76.12 -72.73 -63.15 -50.46 -34.16 -18.18 -4.65 0.58 10.54 19.94 24.57 28.11 33.72 39.43 38.10 0.00 
	64.25 81.79 96.81 119.91 141.56 158.81 172.78 186.61 205.08 217.38 220.47 214.70 200.78 196.65 197.16 203.10 212.09 226.09 245.56 247.02 244.11 235.07 218.49 197.60 167.56 135.23 109.41 85.54 63.14 39.11 17.12 2.46 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6.37 27.79 50.40 68.79 91.93 119.87 129.77 131.40 121.15 131.70 141.62 143.77 122.61 86.12 48.11 21.09 3.26 0.00 -1.83 -11.70 -30.35 -59.52 -77.70 -85.54 -86.95 -79.77 -76.80 -77.65 -74.00 -72.77 -59.50 -34.11 -23.40 -20.12 -10.87 -0.43 8.68 28.60 48.55 52.79 0.00 
	58.08 74.69 86.56 103.77 123.07 142.00 158.31 177.53 198.27 212.35 214.50 210.56 202.25 195.35 191.40 195.04 201.72 210.15 220.05 223.27 223.89 210.15 187.51 162.20 131.96 102.75 77.71 54.53 33.52 13.05 0.84 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.48 5.62 16.47 35.86 57.49 67.68 79.61 95.68 98.81 93.49 100.11 113.82 123.83 132.11 121.47 93.66 70.42 41.20 14.66 0.00 0.00 -6.56 -22.26 -41.57 -67.97 -87.77 -87.73 -82.91 -76.68 -82.51 -86.86 -91.09 -83.04 -67.46 -66.26 -65.79 -51.05 -36.82 -12.83 30.30 60.27 74.05 0.00 
	55.71 71.02 83.95 97.92 115.32 132.34 150.68 166.68 187.58 199.08 205.49 205.27 196.79 189.30 181.87 185.92 189.15 188.24 188.83 190.04 185.44 171.82 150.13 123.73 92.28 66.01 43.64 24.05 7.17 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.57 8.52 18.34 36.92 61.23 71.00 63.39 63.06 68.92 68.55 70.15 73.81 93.95 117.07 122.42 111.57 97.45 72.76 54.30 23.79 0.49 0.00 0.00 -10.58 -27.02 -45.29 -66.65 -73.79 -61.65 -58.85 -68.60 -84.02 -93.31 -90.77 -85.68 -86.71 -89.80 -85.84 -64.56 -18.84 37.16 81.97 92.30 0.00 
	51.25 69.00 86.05 101.10 115.25 129.61 144.97 162.86 180.18 186.81 190.98 192.70 185.89 175.87 166.96 165.65 163.26 158.67 154.91 149.05 143.11 128.27 107.97 84.47 59.18 37.98 19.98 6.32 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6.15 22.20 48.47 74.96 91.38 82.83 70.57 53.82 45.05 40.12 41.16 46.65 67.96 95.04 108.91 96.27 80.56 62.63 44.06 19.74 0.00 0.00 0.00 0.00 -9.10 -21.76 -34.43 -40.93 -34.56 -31.72 -38.93 -58.85 -73.76 -81.27 -85.20 -90.62 -96.69 -85.12 -57.14 -4.93 56.08 99.35 99.93 0.00 
	49.23 68.04 86.54 105.82 122.41 131.81 144.01 157.48 169.72 175.73 178.20 180.32 175.27 158.67 141.35 132.80 129.19 122.53 114.18 106.62 98.06 84.30 66.20 47.43 29.97 15.22 4.23 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.17 17.43 54.40 93.80 112.12 108.22 93.10 71.64 53.31 31.60 19.72 14.04 24.79 43.94 61.86 76.93 65.62 53.05 37.52 22.31 8.07 0.00 0.00 0.00 0.00 0.00 -3.30 -8.70 -8.99 -6.55 0.97 -13.03 -30.34 -42.59 -50.03 -59.18 -66.39 -67.21 -58.29 -27.71 21.48 77.25 104.21 94.04 0.00 
	45.78 64.30 82.27 103.09 119.14 130.60 137.68 143.71 154.16 158.50 159.13 157.21 149.99 136.76 115.96 100.38 89.92 79.78 70.71 62.85 54.53 42.43 29.65 18.17 8.36 1.58 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.63 34.18 89.40 135.04 140.01 117.10 89.82 70.44 45.56 22.84 6.54 2.28 3.90 18.86 25.33 26.26 25.80 22.66 13.56 5.09 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 9.60 14.14 13.87 5.84 -6.43 -14.94 -23.55 -31.15 -32.40 -23.63 5.10 48.30 86.86 110.22 99.55 0.00 
	41.45 60.29 77.39 96.91 110.04 120.37 126.59 131.11 134.15 133.35 129.87 124.31 119.05 108.49 93.36 75.36 57.07 39.76 28.75 23.79 17.01 9.50 4.96 1.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.48 6.72 5.61 14.73 51.67 109.30 153.58 140.58 105.39 71.03 45.69 25.71 6.86 0.00 0.00 0.00 2.58 5.71 7.01 7.22 4.19 0.00 0.00 0.00 0.00 0.04 0.44 0.00 0.00 0.00 0.37 8.80 20.54 30.89 33.25 28.74 17.90 13.69 10.23 6.34 4.97 4.68 18.89 47.46 91.17 106.33 100.40 0.00 
	33.27 51.50 68.25 85.27 98.43 106.69 108.26 110.12 108.25 102.97 98.06 90.74 86.30 77.77 67.01 51.48 35.05 19.62 10.50 4.20 0.15 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 5.03 15.86 22.11 20.46 19.23 23.79 55.74 115.70 139.96 128.87 89.27 56.66 26.29 2.64 0.00 0.00 0.00 0.00 0.00 0.79 1.69 0.92 0.00 0.00 0.00 0.00 2.72 7.98 9.00 6.16 2.42 0.00 1.29 10.60 27.22 42.89 46.52 40.27 30.45 23.90 25.69 25.40 22.60 19.20 28.24 44.51 77.84 96.81 104.60 0.00 
	26.19 41.90 56.61 68.53 79.45 85.09 85.53 82.31 78.73 70.60 64.83 57.58 53.35 47.54 37.98 25.88 13.97 6.44 1.63 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.31 5.54 7.74 19.99 43.46 53.14 49.40 48.35 39.19 39.29 63.52 111.44 133.07 124.54 94.67 59.07 22.72 2.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.21 13.32 24.15 27.34 20.28 8.97 1.18 0.00 7.98 23.24 35.22 44.08 38.09 28.50 25.78 30.63 35.14 36.47 34.28 34.28 43.54 60.86 84.20 104.47 0.00 
	24.06 31.41 41.64 50.46 57.27 59.76 58.29 53.99 46.08 40.81 35.37 32.00 29.18 22.88 13.88 6.06 0.71 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.44 13.43 18.11 27.37 47.43 77.42 85.69 73.02 68.58 67.16 71.93 82.67 110.66 120.82 121.55 102.25 76.41 43.19 12.04 2.93 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.32 9.13 28.26 47.65 54.78 40.66 18.87 4.59 0.00 1.72 12.54 21.29 25.00 22.28 17.72 16.89 23.76 29.27 37.54 39.64 37.54 40.30 48.91 77.51 113.49 0.00 
	29.04 27.09 26.46 34.64 42.15 44.90 41.02 33.72 24.35 19.18 15.90 13.44 10.42 5.18 0.61 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.29 11.70 29.25 36.34 34.19 54.74 81.78 77.30 65.60 67.31 82.24 93.97 97.69 102.60 107.89 103.42 99.78 97.53 72.76 44.53 24.94 11.19 5.10 6.38 5.28 1.31 0.00 0.00 0.00 0.00 1.24 13.07 44.60 74.06 81.20 61.36 30.45 6.31 0.00 0.00 0.25 5.13 7.39 7.01 4.27 4.94 10.74 17.81 25.93 33.42 39.76 41.77 50.31 72.36 113.51 0.00 
	32.40 24.67 28.88 43.30 49.83 43.50 35.82 26.29 17.14 9.16 11.61 15.19 10.44 8.48 4.91 0.18 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.24 17.30 45.05 44.84 39.85 47.41 71.70 78.44 72.62 89.20 106.18 116.22 108.40 107.44 105.59 87.76 85.48 96.30 91.76 73.20 55.26 36.35 22.28 23.40 23.10 17.38 7.68 0.07 0.00 0.00 4.03 23.24 63.46 96.10 102.54 76.62 38.05 5.62 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.22 5.79 22.57 44.95 64.00 73.76 74.42 86.99 110.67 0.00 
	30.10 30.85 45.57 70.75 78.98 70.29 51.85 33.58 15.30 10.58 20.56 29.59 31.10 22.61 14.91 9.54 1.57 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.49 24.72 51.94 58.41 42.23 60.16 90.43 111.15 117.19 127.23 145.64 147.03 146.06 148.82 145.89 121.05 105.90 112.56 105.94 91.70 76.62 55.55 42.56 45.51 45.37 36.00 21.93 6.70 1.27 10.52 20.62 52.58 97.53 128.04 125.96 82.67 37.43 6.25 0.00 0.00 0.00 0.00 0.00 3.96 7.58 6.78 5.48 13.27 32.81 66.23 96.12 102.88 102.67 105.70 109.21 0.00 
	31.16 37.66 63.70 95.58 110.31 102.41 86.21 65.02 38.14 27.70 32.17 38.20 35.54 29.55 27.65 22.80 11.38 2.48 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.85 28.50 62.73 63.04 54.36 72.78 112.35 142.62 162.60 181.85 191.96 191.45 189.16 190.79 188.66 164.49 143.59 142.11 134.42 122.29 109.83 91.76 80.50 79.28 67.38 54.19 44.69 21.12 10.30 26.58 49.91 88.30 131.39 151.39 136.09 84.27 35.62 3.99 0.00 0.00 0.00 0.19 12.04 24.63 31.97 32.60 30.69 42.04 63.91 102.50 132.68 137.53 136.64 115.76 106.83 0.00 
	40.76 54.65 78.41 110.15 121.26 113.15 101.18 84.64 59.15 45.87 45.49 47.62 40.45 27.18 27.53 30.06 17.24 5.86 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6.25 39.53 69.64 64.25 54.51 82.96 127.84 173.21 211.77 242.52 253.06 251.13 245.06 239.89 229.50 210.61 193.75 188.45 186.44 172.06 151.83 132.93 128.32 119.95 95.29 79.18 71.96 44.99 33.58 44.64 79.92 119.97 155.54 162.54 130.71 76.66 26.07 2.43 0.00 0.00 0.33 13.33 35.43 55.92 67.94 69.94 72.06 82.69 101.91 125.21 140.29 146.87 146.91 126.93 102.79 0.00 
	50.41 69.51 89.86 115.07 113.23 96.79 82.42 59.47 39.11 33.77 41.44 50.53 41.07 26.58 19.67 17.90 13.31 3.68 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.94 39.50 76.88 70.48 65.30 102.27 161.02 218.78 271.11 302.78 314.67 315.26 309.18 297.63 280.16 265.63 249.08 237.94 236.24 222.44 198.73 177.64 169.95 150.00 115.51 95.38 83.39 66.00 52.85 61.62 95.19 121.24 142.75 138.99 104.96 57.07 13.94 0.00 0.00 0.82 8.83 34.40 64.21 89.89 100.62 107.95 112.80 119.41 131.08 135.60 143.88 144.12 144.58 130.00 100.32 0.00 
	50.41 75.11 94.35 113.33 104.45 81.35 43.52 9.80 -7.09 -4.85 8.54 23.34 29.36 26.38 18.48 12.62 3.95 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.67 41.45 78.67 84.57 84.61 127.29 193.97 257.06 303.28 325.88 331.99 334.39 334.64 332.00 324.36 315.22 306.60 289.52 280.38 264.07 247.31 236.45 218.70 189.22 143.71 112.49 93.02 80.20 74.24 82.52 97.60 111.59 115.17 99.50 68.22 31.34 5.49 0.00 0.00 4.05 22.76 57.31 91.13 118.59 128.32 129.64 134.08 135.08 139.83 134.73 135.31 144.95 150.80 139.54 101.61 0.00 
	47.85 72.56 95.52 103.73 92.32 57.71 10.36 -31.92 -45.32 -45.90 -35.83 -18.79 -2.80 11.61 18.08 12.74 5.53 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.96 44.96 90.13 97.13 101.16 143.26 212.12 273.17 309.65 320.50 325.02 324.85 313.43 322.05 328.54 326.81 319.45 312.89 306.16 296.65 287.01 283.06 271.54 243.74 195.88 147.32 116.12 100.53 90.61 98.94 96.60 92.75 82.86 64.69 39.92 10.71 0.71 0.00 2.16 18.54 51.89 95.78 129.69 148.90 154.31 153.52 152.99 154.56 147.29 140.64 144.50 163.37 179.01 158.13 111.25 0.00 
	60.70 82.00 95.17 96.59 72.81 25.00 -28.21 -64.50 -76.19 -75.87 -64.12 -49.50 -33.37 -11.52 9.00 29.93 26.54 11.95 0.74 0.00 0.00 0.00 0.00 0.00 0.00 7.20 44.69 94.66 111.81 108.32 151.69 217.49 275.93 296.55 305.53 311.64 305.37 292.62 315.18 321.32 322.78 319.39 326.79 323.16 312.73 309.77 299.70 297.67 279.89 238.66 186.43 148.20 127.54 113.77 113.26 108.16 95.36 79.48 55.61 32.59 8.38 0.01 1.78 11.82 39.00 85.11 131.02 168.75 182.07 179.52 175.97 173.25 168.73 153.34 144.25 165.12 185.66 193.00 171.77 122.05 0.00 
	86.82 98.45 98.63 91.39 52.60 -2.49 -55.00 -90.51 -97.02 -94.58 -87.76 -74.06 -54.62 -31.80 0.86 33.92 47.55 24.63 2.56 0.00 0.00 0.00 0.00 0.00 0.00 3.42 46.56 99.02 114.30 121.31 152.86 215.06 267.68 282.45 283.50 288.60 287.58 285.19 307.74 325.48 324.17 320.28 322.31 323.30 313.01 318.29 311.24 304.59 298.36 261.32 209.96 167.98 141.64 125.35 119.81 115.05 99.48 84.00 59.28 32.84 9.90 1.24 4.48 19.37 55.34 108.35 156.29 188.27 197.65 195.24 191.61 184.01 174.24 154.93 149.89 162.46 181.83 185.63 162.32 119.62 0.00 
	104.74 114.41 104.11 88.79 41.57 -17.99 -73.74 -108.17 -107.77 -106.99 -96.16 -93.49 -72.02 -49.24 -14.97 30.73 49.13 28.68 1.46 0.00 0.00 0.00 0.00 0.00 0.00 6.44 63.71 118.25 126.48 120.68 154.76 213.02 259.95 272.96 265.12 262.27 267.44 267.13 298.00 318.36 315.56 312.36 307.41 302.63 301.81 319.79 320.91 314.99 307.76 272.40 215.53 172.94 139.53 114.80 106.66 107.75 94.60 79.99 58.25 31.57 10.11 2.03 5.03 21.48 59.14 105.34 153.08 174.54 183.74 179.81 184.19 185.15 171.72 159.90 154.76 159.96 164.84 166.40 145.90 111.49 0.00 
	111.29 121.46 112.16 84.86 33.59 -24.13 -80.14 -110.28 -112.02 -109.30 -111.15 -98.25 -79.18 -59.20 -22.91 27.23 50.12 26.91 4.23 0.00 0.00 0.00 0.00 0.00 0.11 24.88 86.91 131.79 124.12 114.69 154.37 213.51 258.41 277.34 277.17 283.17 278.79 282.68 310.37 320.85 314.63 304.06 304.09 297.10 285.25 315.89 318.45 319.20 309.29 277.42 212.91 165.22 124.29 91.13 80.69 79.03 69.67 56.90 38.80 20.02 7.59 0.86 3.29 13.61 46.53 85.48 120.92 140.67 146.34 145.98 144.90 150.69 148.84 152.69 153.06 153.55 157.84 149.62 134.87 108.87 0.00 
	102.03 117.74 111.50 81.09 27.21 -28.27 -78.20 -104.79 -112.67 -109.44 -99.91 -84.80 -74.12 -57.28 -22.64 27.11 49.29 32.46 5.02 0.00 0.00 0.00 0.00 0.00 4.30 41.28 100.99 120.82 99.03 105.10 155.12 214.15 256.40 274.28 280.77 289.01 286.26 290.37 320.94 329.31 311.72 312.87 313.72 306.57 286.65 303.69 301.69 309.14 307.25 278.44 212.55 155.51 103.35 60.56 47.33 45.62 39.24 28.56 16.65 9.24 3.02 0.00 0.33 5.99 26.31 55.14 83.33 99.63 99.77 97.87 105.02 117.73 135.85 144.38 154.86 152.95 155.61 149.44 136.35 105.53 0.00 
	84.62 100.98 98.96 71.20 19.93 -31.61 -75.58 -92.85 -90.27 -86.58 -77.88 -71.84 -71.98 -63.86 -33.04 11.87 42.60 30.84 8.98 0.00 0.00 0.00 0.00 0.00 9.45 47.99 104.29 103.43 80.43 100.14 155.24 215.04 257.67 267.92 274.53 276.93 261.43 262.15 293.11 301.04 284.98 293.77 291.52 287.12 280.40 301.52 308.19 314.42 312.69 281.16 210.59 145.69 88.07 38.81 22.11 18.45 10.91 4.24 2.54 0.77 0.00 0.00 0.00 0.00 11.62 28.85 46.60 67.73 72.33 76.29 81.54 92.82 104.16 129.26 148.56 152.39 149.72 143.13 129.02 104.76 0.00 
	74.31 85.78 83.91 55.99 9.34 -37.89 -75.22 -82.83 -76.69 -59.72 -48.68 -59.40 -70.64 -68.70 -52.95 -16.59 9.58 24.11 23.67 14.65 3.73 0.00 0.00 0.00 8.43 53.67 95.88 87.59 68.32 95.88 153.09 214.49 257.85 266.93 267.56 267.40 245.53 228.56 244.41 255.10 258.91 257.70 261.89 258.95 261.09 304.41 313.05 317.55 314.34 279.11 207.36 138.10 73.47 21.07 4.30 2.32 0.22 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.59 14.60 27.76 40.01 54.66 61.69 71.87 83.40 99.61 119.12 133.89 133.70 129.93 121.19 114.77 97.36 0.00 
